id,Jenis Penyakit,Provinsi,Jenis - Kelamin,Jumlah Kasus,Populasi,Tanggal,medium
1007,Malaria,Kepulauan Riau,Female,1,125308,11/4/2022,Gigitan Serangga
1008,Malaria,Jambi,Male,1,122074,11/3/2020,Gigitan Serangga
1009,Malaria,Bengkulu,Male,2,122021,12/21/2024,Gigitan Serangga
1010,Malaria,Lampung,Female,1,124972,12/11/2018,Gigitan Serangga
1011,Malaria,Jawa Barat,Male,1,121710,10/4/2022,Gigitan Serangga
1012,Malaria,Jawa Tengah,Female,1,125234,10/2/2022,Gigitan Serangga
1013,Malaria,Jawa Timur,Male,1,122013,12/4/2021,Gigitan Serangga
1014,Malaria,Bali,Male,3,123447,11/29/2019,Gigitan Serangga
1015,Malaria,Kalimantan Barat,Female,1,129336,10/21/2024,Gigitan Serangga
1016,Malaria,Kalimantan Tengah,Male,1,124946,9/4/2023,Gigitan Serangga
1017,Malaria,Kalimantan Timur,Male,1,125648,9/5/2019,Gigitan Serangga
1018,Malaria,Sulawesi Utara,Male,1,126591,11/8/2024,Gigitan Serangga
1019,Malaria,Jawa Timur,Female,1,43658,9/14/2023,Gigitan Serangga
1020,Malaria,Nusa Tenggara Barat,Male,2,43920,12/1/2023,Gigitan Serangga
1021,Malaria,Kalimantan Timur,Female,1,43887,10/5/2020,Gigitan Serangga
1022,Malaria,Kalimantan Utara,Male,1,43759,10/23/2021,Gigitan Serangga
1023,Malaria,Sulawesi Utara,Female,1,43940,10/22/2021,Gigitan Serangga
1024,Malaria,Sulawesi Tenggara,Male,1,43775,11/1/2020,Gigitan Serangga
1025,Malaria,Gorontalo,Female,1,43822,11/27/2018,Gigitan Serangga
1026,Malaria,Maluku,Female,1,43869,11/25/2023,Gigitan Serangga
1027,Malaria,Aceh,Male,1,44468,12/4/2019,Gigitan Serangga
1028,Malaria,DKI Jakarta,Female,1,125498,10/15/2018,Gigitan Serangga
1029,Malaria,Bali,Female,1,129535,12/2/2019,Gigitan Serangga
1030,Malaria,DI Yogyakarta,Female,1,6357,10/17/2023,Gigitan Serangga
1031,Malaria,Papua,Male,1,210860,12/14/2019,Gigitan Serangga
1032,Malaria,Jambi,Female,1,199794,9/2/2020,Gigitan Serangga
1033,Malaria,Bengkulu,Female,1,201138,10/15/2019,Gigitan Serangga
1034,Malaria,Lampung,Female,2,202106,10/22/2018,Gigitan Serangga
1035,Malaria,Bangka Belitung,Male,1,214157,9/28/2020,Gigitan Serangga
1036,Malaria,DKI Jakarta,Female,1,203882,12/18/2024,Gigitan Serangga
1037,Malaria,DI Yogyakarta,Male,1,218152,11/30/2023,Gigitan Serangga
1038,Malaria,Bali,Male,1,62979,12/23/2021,Gigitan Serangga
1039,Malaria,Kalimantan Utara,Female,1,65504,12/1/2021,Gigitan Serangga
1040,Malaria,Sulawesi Tengah,Male,3,65795,11/10/2020,Gigitan Serangga
1041,Malaria,Maluku,Female,1,68095,12/25/2020,Gigitan Serangga
1042,Malaria,Papua Barat,Male,1,69154,11/6/2018,Gigitan Serangga
1043,Malaria,Jambi,Male,1,46207,12/8/2021,Gigitan Serangga
1044,Malaria,Bangka Belitung,Male,1,47419,11/4/2018,Gigitan Serangga
1045,Malaria,Kalimantan Barat,Male,1,48719,9/5/2021,Gigitan Serangga
1046,Malaria,Kalimantan Selatan,Male,1,48772,10/10/2018,Gigitan Serangga
1047,Malaria,Sulawesi Utara,Female,1,49484,11/1/2018,Gigitan Serangga
1048,Malaria,Sulawesi Selatan,Male,1,48387,10/19/2019,Gigitan Serangga
1049,Malaria,Sulawesi Barat,Female,3,1456262,12/2/2019,Gigitan Serangga
1050,Malaria,Maluku,Male,9,1433646,11/7/2019,Gigitan Serangga
1051,Malaria,Maluku Utara,Female,6,1469089,9/25/2021,Gigitan Serangga
1052,Malaria,Papua,Male,12,1445349,11/1/2022,Gigitan Serangga
1053,Malaria,Papua Barat,Female,1,1491828,9/6/2018,Gigitan Serangga
1054,Malaria,Aceh,Female,3,1491355,11/6/2018,Gigitan Serangga
1055,Malaria,Sumatera Utara,Male,5,1464078,11/22/2020,Gigitan Serangga
1056,Malaria,Sumatera Barat,Female,2,1496600,10/13/2020,Gigitan Serangga
1057,Malaria,Riau,Male,4,1469223,10/8/2018,Gigitan Serangga
1058,Malaria,Kepulauan Riau,Female,1,1505158,11/30/2024,Gigitan Serangga
1059,Malaria,Jambi,Male,4,1477630,11/3/2020,Gigitan Serangga
1060,Malaria,Sumatera Selatan,Male,5,1486067,11/22/2018,Gigitan Serangga
1061,Malaria,Bengkulu,Female,3,1524864,11/17/2022,Gigitan Serangga
1062,Malaria,Bangka Belitung,Female,3,1539616,10/17/2018,Gigitan Serangga
1063,Malaria,DKI Jakarta,Male,4,1506897,11/9/2022,Gigitan Serangga
1064,Malaria,Jawa Barat,Female,2,1553184,11/20/2021,Gigitan Serangga
1065,Malaria,Jawa Tengah,Male,4,1520356,9/18/2022,Gigitan Serangga
1066,Malaria,Jawa Timur,Female,2,1566211,11/28/2024,Gigitan Serangga
1067,Malaria,Banten,Male,2,1549421,10/23/2022,Gigitan Serangga
1068,Malaria,Nusa Tenggara Barat,Male,1,129717,11/7/2021,Gigitan Serangga
1069,Malaria,Kalimantan Utara,Male,2,148170,11/27/2019,Gigitan Serangga
1070,Malaria,Maluku,Female,1,175968,10/13/2019,Gigitan Serangga
1071,Malaria,Maluku Utara,Male,1,168120,11/9/2022,Gigitan Serangga
1072,Malaria,Papua Barat,Female,1,182237,9/1/2022,Gigitan Serangga
1073,Malaria,Aceh,Male,2,173963,10/28/2019,Gigitan Serangga
1074,Malaria,Sumatera Utara,Female,1,184207,10/29/2020,Gigitan Serangga
1075,Malaria,Riau,Male,1,178149,12/14/2023,Gigitan Serangga
1076,Malaria,Kepulauan Riau,Female,1,189110,10/9/2019,Gigitan Serangga
1077,Malaria,Jambi,Male,1,180616,10/30/2022,Gigitan Serangga
1078,Malaria,Maluku Utara,Male,4,807987,12/26/2024,Gigitan Serangga
1079,Malaria,Papua,Female,1,847762,10/23/2021,Gigitan Serangga
1080,Malaria,Aceh,Female,4,932886,10/30/2024,Gigitan Serangga
1081,Malaria,Sumatera Utara,Male,2,923993,10/21/2020,Gigitan Serangga
1082,Malaria,Sumatera Barat,Female,1,972165,10/3/2019,Gigitan Serangga
1083,Malaria,Riau,Male,1,962558,9/24/2021,Gigitan Serangga
1084,Malaria,Kepulauan Riau,Female,1,1013839,9/19/2019,Gigitan Serangga
1085,Malaria,Lampung,Male,2,1055790,12/28/2020,Gigitan Serangga
1086,Malaria,Bangka Belitung,Female,2,1084974,12/1/2023,Gigitan Serangga
1087,Malaria,DKI Jakarta,Female,5,1101193,10/8/2020,Gigitan Serangga
1088,Malaria,Jawa Barat,Male,2,1090726,10/18/2019,Gigitan Serangga
1089,Malaria,Jawa Tengah,Male,4,1104959,10/19/2022,Gigitan Serangga
1090,Malaria,Jawa Timur,Female,1,1129673,11/11/2018,Gigitan Serangga
1091,Malaria,DI Yogyakarta,Male,3,1119372,12/5/2020,Gigitan Serangga
1092,Malaria,Banten,Female,2,1137546,9/17/2022,Gigitan Serangga
1093,Malaria,Bali,Female,1,1152765,9/28/2019,Gigitan Serangga
1094,Malaria,Nusa Tenggara Timur,Female,3,646848,12/18/2023,Gigitan Serangga
1095,Malaria,Kalimantan Barat,Female,1,660747,12/7/2018,Gigitan Serangga
1096,Malaria,Kalimantan Tengah,Female,1,674719,9/27/2023,Gigitan Serangga
1097,Malaria,Kalimantan Selatan,Male,5,646244,12/5/2024,Gigitan Serangga
1098,Malaria,Kalimantan Timur,Male,5,664649,12/11/2019,Gigitan Serangga
1099,Malaria,Kalimantan Utara,Female,2,700564,12/5/2019,Gigitan Serangga
1100,Malaria,Sulawesi Utara,Male,2,671711,9/25/2022,Gigitan Serangga
1101,Malaria,Sulawesi Tengah,Female,3,708444,9/18/2019,Gigitan Serangga
1102,Malaria,Sulawesi Selatan,Male,1,679642,10/21/2020,Gigitan Serangga
1103,Malaria,Sulawesi Tenggara,Female,1,714913,10/9/2023,Gigitan Serangga
1104,Malaria,Gorontalo,Male,3,686026,9/20/2020,Gigitan Serangga
1105,Malaria,Sulawesi Barat,Female,2,719853,12/19/2024,Gigitan Serangga
1106,Malaria,Maluku,Male,2,691550,10/17/2018,Gigitan Serangga
1107,Malaria,Maluku Utara,Female,1,724678,12/2/2020,Gigitan Serangga
1108,Malaria,Papua,Male,2,695577,10/2/2024,Gigitan Serangga
1109,Malaria,Papua Barat,Male,4,700858,12/22/2019,Gigitan Serangga
1110,Malaria,Aceh,Female,1,731575,11/18/2020,Gigitan Serangga
1111,Malaria,Sumatera Utara,Male,4,703543,10/24/2024,Gigitan Serangga
1112,Malaria,Riau,Male,2,708862,11/9/2018,Gigitan Serangga
1113,Malaria,Kepulauan Riau,Female,1,744045,10/18/2021,Gigitan Serangga
1114,Malaria,Jambi,Male,4,716435,10/14/2021,Gigitan Serangga
1115,Malaria,Maluku,Female,1,885147,12/30/2021,Gigitan Serangga
1116,Malaria,Maluku Utara,Male,4,878633,12/29/2024,Gigitan Serangga
1117,Malaria,Papua,Male,7,897124,11/27/2023,Gigitan Serangga
1118,Malaria,Papua Barat,Male,5,921065,9/9/2021,Gigitan Serangga
1119,Malaria,Aceh,Female,1,954481,12/11/2023,Gigitan Serangga
1120,Malaria,Sumatera Utara,Male,3,945729,9/1/2023,Gigitan Serangga
1121,Malaria,Sumatera Barat,Female,5,975953,10/4/2019,Gigitan Serangga
1122,Malaria,Riau,Male,4,966781,10/11/2019,Gigitan Serangga
1123,Malaria,Jawa Timur,Female,2,1464994,11/12/2021,Gigitan Serangga
1124,Malaria,Jawa Timur,Male,4,1478967,12/30/2023,Gigitan Serangga
1125,Malaria,Jawa Timur,Female,4,1475094,10/21/2019,Gigitan Serangga
1126,Malaria,Jawa Timur,Male,3,1488296,10/8/2023,Gigitan Serangga
1127,Malaria,Jawa Timur,Female,1,1478773,12/24/2020,Gigitan Serangga
1128,Malaria,Jawa Timur,Male,11,1491362,9/12/2022,Gigitan Serangga
1129,Malaria,Jawa Timur,Male,14,1497920,10/27/2023,Gigitan Serangga
1130,Malaria,Jawa Timur,Female,2,1500220,9/25/2018,Gigitan Serangga
1131,Malaria,Jawa Timur,Male,5,1513945,12/22/2020,Gigitan Serangga
1132,Malaria,Jawa Timur,Female,4,1518655,9/1/2019,Gigitan Serangga
1133,Malaria,Jawa Timur,Female,6,1531512,9/7/2020,Gigitan Serangga
1134,Malaria,Jawa Timur,Male,9,1546121,12/30/2018,Gigitan Serangga
1135,Malaria,Jawa Timur,Female,3,1540578,12/25/2019,Gigitan Serangga
1136,Malaria,Jawa Timur,Male,4,1562326,9/24/2019,Gigitan Serangga
1137,Malaria,Jawa Timur,Male,6,1574325,9/6/2024,Gigitan Serangga
1138,Malaria,Jawa Timur,Male,7,1588115,11/10/2021,Gigitan Serangga
1139,Malaria,Jawa Timur,Female,5,1576787,12/6/2019,Gigitan Serangga
1140,Malaria,Jawa Timur,Male,4,1599983,10/24/2024,Gigitan Serangga
1141,Malaria,Jawa Timur,Female,3,1595079,10/20/2023,Gigitan Serangga
1142,Malaria,Sulawesi Tengah,Female,3,384805,12/1/2020,Gigitan Serangga
1143,Malaria,Sulawesi Tenggara,Female,4,385350,10/17/2018,Gigitan Serangga
1144,Malaria,Gorontalo,Male,5,397905,12/7/2023,Gigitan Serangga
1145,Malaria,Sulawesi Barat,Male,5,397227,12/7/2024,Gigitan Serangga
1146,Malaria,Maluku,Female,6,384174,12/7/2021,Gigitan Serangga
1147,Malaria,Maluku Utara,Male,5,396525,11/27/2021,Gigitan Serangga
1148,Malaria,Papua,Female,1,383701,9/8/2023,Gigitan Serangga
1149,Malaria,Papua Barat,Male,4,397484,12/3/2024,Gigitan Serangga
1150,Malaria,Aceh,Female,1,389778,9/4/2018,Gigitan Serangga
1151,Malaria,Sumatera Utara,Male,7,401556,10/18/2020,Gigitan Serangga
1152,Malaria,Sumatera Barat,Female,2,393420,11/15/2022,Gigitan Serangga
1153,Malaria,Riau,Male,2,405253,10/25/2024,Gigitan Serangga
1154,Malaria,Kepulauan Riau,Female,1,394990,11/29/2019,Gigitan Serangga
1155,Malaria,Jambi,Male,3,406809,11/15/2024,Gigitan Serangga
1156,Malaria,Bengkulu,Male,2,410063,12/18/2021,Gigitan Serangga
1157,Malaria,Lampung,Female,5,400054,9/9/2021,Gigitan Serangga
1158,Malaria,Bangka Belitung,Male,1,413541,12/6/2019,Gigitan Serangga
1159,Malaria,DKI Jakarta,Female,1,404740,10/20/2019,Gigitan Serangga
1160,Malaria,Jawa Tengah,Female,1,409265,12/24/2024,Gigitan Serangga
1161,Malaria,Jawa Timur,Male,3,421691,9/29/2018,Gigitan Serangga
1162,Malaria,DI Yogyakarta,Female,4,412902,12/28/2019,Gigitan Serangga
1163,Malaria,Banten,Male,3,424929,11/23/2018,Gigitan Serangga
1164,Malaria,Bali,Male,2,293540,11/30/2024,Gigitan Serangga
1165,Malaria,Kalimantan Utara,Male,3,324668,11/29/2023,Gigitan Serangga
1166,Malaria,Sulawesi Utara,Female,1,331622,10/5/2023,Gigitan Serangga
1167,Malaria,Sulawesi Tengah,Male,3,329263,11/5/2023,Gigitan Serangga
1168,Malaria,Sulawesi Selatan,Female,1,336128,10/28/2019,Gigitan Serangga
1169,Malaria,Sulawesi Tenggara,Male,3,333609,11/5/2024,Gigitan Serangga
1170,Malaria,Gorontalo,Female,1,338923,9/3/2023,Gigitan Serangga
1171,Malaria,Sulawesi Barat,Female,1,341446,9/10/2021,Gigitan Serangga
1172,Malaria,Maluku,Male,1,338975,9/5/2023,Gigitan Serangga
1173,Malaria,Aceh,Female,1,352410,12/4/2019,Gigitan Serangga
1174,Malaria,Kepulauan Riau,Male,1,129193,9/29/2019,Gigitan Serangga
1175,Malaria,Jawa Barat,Female,2,130093,12/23/2024,Gigitan Serangga
1176,Malaria,Jawa Tengah,Female,2,131413,12/24/2022,Gigitan Serangga
1177,Malaria,Jawa Timur,Female,1,131572,10/24/2021,Gigitan Serangga
1178,Malaria,Nusa Tenggara Barat,Male,1,139193,9/4/2018,Gigitan Serangga
1179,Malaria,Kalimantan Barat,Male,2,140021,9/19/2019,Gigitan Serangga
1180,Malaria,Kalimantan Tengah,Female,1,359709,11/22/2022,Gigitan Serangga
1181,Malaria,Kalimantan Selatan,Male,5,347751,10/30/2023,Gigitan Serangga
1182,Malaria,Kalimantan Timur,Female,2,358384,11/28/2024,Gigitan Serangga
1183,Malaria,Kalimantan Utara,Male,1,346513,12/7/2021,Gigitan Serangga
1184,Malaria,Sulawesi Utara,Female,1,357397,11/2/2022,Gigitan Serangga
1185,Malaria,Sulawesi Tengah,Male,2,345665,9/4/2021,Gigitan Serangga
1186,Malaria,Sulawesi Tenggara,Female,2,355457,9/17/2023,Gigitan Serangga
1187,Malaria,Gorontalo,Male,1,343820,10/15/2024,Gigitan Serangga
1188,Malaria,Maluku,Male,3,343868,11/8/2024,Gigitan Serangga
1189,Malaria,Papua,Male,1,346290,10/16/2022,Gigitan Serangga
1190,Malaria,Sumatera Utara,Female,1,363936,10/24/2023,Gigitan Serangga
1191,Malaria,Sumatera Barat,Male,2,352328,12/27/2019,Gigitan Serangga
1192,Malaria,Lampung,Female,1,380349,9/13/2022,Gigitan Serangga
1193,Malaria,DKI Jakarta,Female,2,201546,9/24/2020,Gigitan Serangga
1194,Malaria,Jawa Barat,Female,1,202843,10/5/2020,Gigitan Serangga
1195,Malaria,Jawa Tengah,Male,2,203289,9/24/2019,Gigitan Serangga
1196,Malaria,Nusa Tenggara Barat,Male,1,206404,9/16/2021,Gigitan Serangga
1197,Malaria,Nusa Tenggara Timur,Female,1,205752,10/2/2018,Gigitan Serangga
1198,Malaria,Kalimantan Tengah,Male,1,209118,10/29/2021,Gigitan Serangga
1199,Malaria,Sulawesi Tengah,Female,1,211814,10/22/2018,Gigitan Serangga
1200,Malaria,Sulawesi Selatan,Male,1,213871,11/9/2024,Gigitan Serangga
1201,Malaria,Gorontalo,Male,1,219367,12/10/2020,Gigitan Serangga
1202,Malaria,Sulawesi Barat,Female,8,836732,11/26/2020,Gigitan Serangga
1203,Malaria,Maluku,Male,12,856439,12/29/2023,Gigitan Serangga
1204,Malaria,Maluku Utara,Female,13,837293,12/3/2024,Gigitan Serangga
1205,Malaria,Papua,Male,11,855869,11/13/2021,Gigitan Serangga
1206,Malaria,Papua Barat,Female,9,840509,10/2/2020,Gigitan Serangga
1207,Malaria,Aceh,Male,12,856410,12/29/2021,Gigitan Serangga
1208,Malaria,Sumatera Utara,Male,11,863494,9/8/2021,Gigitan Serangga
1209,Malaria,Sumatera Barat,Female,4,862263,11/12/2024,Gigitan Serangga
1210,Malaria,Riau,Male,10,874064,12/23/2018,Gigitan Serangga
1211,Malaria,Kepulauan Riau,Male,7,885106,12/19/2022,Gigitan Serangga
1212,Malaria,Jambi,Male,17,892288,11/22/2023,Gigitan Serangga
1213,Malaria,Sumatera Selatan,Female,11,890176,10/3/2018,Gigitan Serangga
1214,Malaria,Bengkulu,Male,13,896357,9/30/2023,Gigitan Serangga
1215,Malaria,Lampung,Female,9,900923,11/13/2019,Gigitan Serangga
1216,Malaria,Bangka Belitung,Male,6,906438,9/4/2020,Gigitan Serangga
1217,Malaria,DKI Jakarta,Female,2,911248,10/15/2018,Gigitan Serangga
1218,Malaria,Jawa Barat,Male,6,916065,10/4/2021,Gigitan Serangga
1219,Malaria,Jawa Tengah,Female,5,924969,11/23/2018,Gigitan Serangga
1220,Malaria,Jawa Timur,Male,8,928254,12/22/2019,Gigitan Serangga
1221,Malaria,DI Yogyakarta,Female,2,936291,9/16/2021,Gigitan Serangga
1222,Malaria,Kalimantan Tengah,Female,1,127593,9/24/2019,Gigitan Serangga
1223,Malaria,Kalimantan Utara,Female,1,129047,11/17/2023,Gigitan Serangga
1224,Malaria,Sulawesi Tengah,Female,1,130193,9/6/2023,Gigitan Serangga
1225,Malaria,Sulawesi Selatan,Male,2,129680,9/19/2021,Gigitan Serangga
1226,Malaria,Sulawesi Tenggara,Female,1,131177,10/17/2023,Gigitan Serangga
1227,Malaria,Aceh,Male,1,134186,9/17/2023,Gigitan Serangga
1228,Malaria,Jambi,Female,2,85413,10/15/2022,Gigitan Serangga
1229,Malaria,Sumatera Selatan,Male,2,81621,9/5/2022,Gigitan Serangga
1230,Malaria,DI Yogyakarta,Male,2,85947,10/7/2022,Gigitan Serangga
1231,Malaria,Sulawesi Tengah,Male,2,87666,12/24/2018,Gigitan Serangga
1232,Malaria,Papua,Male,1,22592,12/23/2019,Gigitan Serangga
1233,Malaria,Bengkulu,Male,1,205052,9/2/2021,Gigitan Serangga
1234,Malaria,Lampung,Male,1,206184,11/27/2024,Gigitan Serangga
1235,Malaria,Jawa Timur,Male,2,206527,12/25/2021,Gigitan Serangga
1236,Malaria,Banten,Male,1,206724,12/1/2022,Gigitan Serangga
1237,Malaria,Kalimantan Utara,Male,1,210911,12/21/2018,Gigitan Serangga
1238,Malaria,Sulawesi Selatan,Female,1,236637,9/21/2020,Gigitan Serangga
1239,Malaria,Sulawesi Tenggara,Male,2,228786,12/29/2023,Gigitan Serangga
1240,Malaria,Maluku Utara,Male,1,230188,12/7/2024,Gigitan Serangga
1241,Malaria,Papua Barat,Male,1,230875,11/20/2018,Gigitan Serangga
1242,Malaria,Aceh,Female,2,238835,10/14/2021,Gigitan Serangga
1243,Malaria,Sumatera Utara,Male,2,232651,11/10/2024,Gigitan Serangga
1244,Malaria,Jambi,Male,1,236628,10/24/2021,Gigitan Serangga
1245,Malaria,Bengkulu,Female,1,247231,12/27/2018,Gigitan Serangga
1246,Malaria,DKI Jakarta,Female,1,249602,9/26/2020,Gigitan Serangga
1247,Malaria,Jawa Barat,Male,1,242017,12/27/2023,Gigitan Serangga
1248,Malaria,Jawa Timur,Female,1,235061,11/28/2024,Gigitan Serangga
1249,Malaria,Nusa Tenggara Timur,Female,1,248433,10/24/2023,Gigitan Serangga
1250,Malaria,Kalimantan Timur,Female,1,254877,11/19/2019,Gigitan Serangga
1251,Malaria,Kalimantan Utara,Male,1,248671,12/3/2019,Gigitan Serangga
1252,Malaria,Gorontalo,Female,1,260328,9/28/2023,Gigitan Serangga
1253,Malaria,Sulawesi Barat,Male,1,254855,9/22/2019,Gigitan Serangga
1254,Malaria,Maluku,Female,2,261726,10/9/2023,Gigitan Serangga
1255,Malaria,Riau,Male,1,262767,9/15/2018,Gigitan Serangga
1256,Malaria,Sumatera Selatan,Female,1,42455,10/22/2020,Gigitan Serangga
1257,Malaria,Banten,Female,1,47099,10/4/2024,Gigitan Serangga
1258,Malaria,Bali,Female,1,47546,10/18/2021,Gigitan Serangga
1259,Malaria,Nusa Tenggara Barat,Male,1,46826,11/29/2020,Gigitan Serangga
1260,Malaria,Kalimantan Selatan,Female,1,48595,12/7/2023,Gigitan Serangga
1261,Malaria,Kalimantan Timur,Female,3,48670,10/31/2021,Gigitan Serangga
1262,Malaria,Sulawesi Utara,Female,1,48529,11/4/2022,Gigitan Serangga
1263,Malaria,Maluku Utara,Male,1,28956,10/12/2023,Gigitan Serangga
1264,Malaria,Papua,Female,1,29977,12/17/2019,Gigitan Serangga
1265,Malaria,Sumatera Utara,Female,1,186935,12/4/2024,Gigitan Serangga
1266,Malaria,Banten,Female,1,221174,10/27/2021,Gigitan Serangga
1267,Malaria,Kalimantan Tengah,Male,1,228149,11/7/2018,Gigitan Serangga
1268,Malaria,Sulawesi Utara,Female,1,26405,12/26/2018,Gigitan Serangga
1269,Malaria,Lampung,Male,2,383073,10/30/2022,Gigitan Serangga
1270,Malaria,Bangka Belitung,Female,1,391526,9/10/2019,Gigitan Serangga
1271,Malaria,DKI Jakarta,Male,1,388368,10/2/2020,Gigitan Serangga
1272,Malaria,Jawa Tengah,Male,1,393044,12/20/2023,Gigitan Serangga
1273,Malaria,Banten,Male,1,396715,9/27/2019,Gigitan Serangga
1274,Malaria,Kalimantan Barat,Male,1,400932,12/28/2018,Gigitan Serangga
1275,Malaria,Kalimantan Selatan,Male,2,403799,11/3/2018,Gigitan Serangga
1276,Malaria,Sulawesi Utara,Female,1,415220,12/12/2024,Gigitan Serangga
1277,Malaria,Sulawesi Tenggara,Male,2,412493,12/18/2024,Gigitan Serangga
1278,Malaria,Gorontalo,Female,1,419032,10/30/2022,Gigitan Serangga
1279,Malaria,Sulawesi Barat,Male,2,414329,12/6/2024,Gigitan Serangga
1280,Malaria,Maluku Utara,Male,1,417301,11/30/2021,Gigitan Serangga
1281,Malaria,Papua,Female,1,424467,9/11/2021,Gigitan Serangga
1282,Malaria,Aceh,Female,2,89655,12/27/2023,Gigitan Serangga
1283,Malaria,Sumatera Barat,Male,2,87489,9/6/2023,Gigitan Serangga
1284,Malaria,Kepulauan Riau,Female,1,95101,9/18/2018,Gigitan Serangga
1285,Malaria,Jambi,Male,1,90606,11/14/2021,Gigitan Serangga
1286,Malaria,Bengkulu,Male,2,91432,9/14/2024,Gigitan Serangga
1287,Malaria,Lampung,Female,2,97772,9/23/2018,Gigitan Serangga
1288,Malaria,Bali,Male,1,98833,11/28/2023,Gigitan Serangga
1289,Malaria,Nusa Tenggara Barat,Female,1,105027,12/4/2023,Gigitan Serangga
1290,Malaria,Kalimantan Tengah,Male,2,100538,11/30/2024,Gigitan Serangga
1291,Malaria,Kalimantan Timur,Male,2,101047,11/10/2024,Gigitan Serangga
1292,Malaria,Sumatera Barat,Female,1,35896,12/30/2023,Gigitan Serangga
1293,Tuberculosis,Sumatera Utara,Male,1,22234,10/8/2020,Udara
1294,Tuberculosis,Jawa Barat,Male,2029,17174034,6/13/2021,Udara
1295,Tuberculosis,Jawa Barat,Female,1283,17555714,12/30/2021,Udara
1296,Tuberculosis,Jawa Barat,Male,1786,17785422,4/30/2022,Udara
1297,Tuberculosis,Jawa Barat,Female,1074,18373955,12/11/2024,Udara
1298,Tuberculosis,Jawa Barat,Male,1657,18331667,12/30/2024,Udara
1299,Tuberculosis,Jawa Barat,Male,1499,18445222,4/16/2021,Udara
1300,Tuberculosis,Jawa Barat,Male,1376,18558691,12/23/2021,Udara
1301,Tuberculosis,Jawa Barat,Male,1381,18691131,11/3/2023,Udara
1302,Tuberculosis,Jawa Barat,Male,1322,18988773,7/11/2018,Udara
1303,Tuberculosis,Jawa Tengah,Male,125,719209,5/31/2023,Udara
1304,Tuberculosis,DI Yogyakarta,Male,122,720721,6/26/2020,Udara
1305,Tuberculosis,Kalimantan Barat,Female,64,744115,8/2/2023,Udara
1306,Tuberculosis,Kalimantan Selatan,Male,86,724347,9/3/2018,Udara
1307,Tuberculosis,Kalimantan Utara,Female,59,765992,9/18/2019,Udara
1308,Tuberculosis,Sulawesi Utara,Male,101,738333,9/10/2020,Udara
1309,Tuberculosis,Sulawesi Selatan,Male,113,742365,7/20/2022,Udara
1310,Tuberculosis,Sulawesi Tenggara,Female,52,777894,5/14/2020,Udara
1311,Tuberculosis,Gorontalo,Female,64,784429,6/7/2020,Udara
1312,Tuberculosis,Maluku,Female,42,797654,8/24/2018,Udara
1313,Tuberculosis,Maluku Utara,Male,77,766363,6/25/2021,Udara
1314,Tuberculosis,Papua,Male,63,775895,12/1/2023,Udara
1315,Tuberculosis,Aceh,Female,1,16489,7/5/2019,Udara
1316,Tuberculosis,Jambi,Male,4,103625,10/25/2018,Udara
1317,Tuberculosis,Sumatera Selatan,Female,3,107746,9/18/2019,Udara
1318,Tuberculosis,Bengkulu,Male,1,104466,4/5/2019,Udara
1319,Tuberculosis,Lampung,Female,1,108417,12/18/2018,Udara
1320,Tuberculosis,Jawa Tengah,Female,1,110027,10/13/2021,Udara
1321,Tuberculosis,Jawa Timur,Female,1,110685,11/30/2021,Udara
1322,Tuberculosis,DI Yogyakarta,Male,2,107800,5/15/2020,Udara
1323,Tuberculosis,Banten,Female,1,111086,9/2/2020,Udara
1324,Tuberculosis,Nusa Tenggara Timur,Female,2,111415,7/29/2024,Udara
1325,Tuberculosis,Kalimantan Tengah,Female,1,111548,12/10/2018,Udara
1326,Tuberculosis,Aceh,Female,1,22842,10/2/2018,Udara
1327,Tuberculosis,DKI Jakarta,Male,1,22455,4/20/2020,Udara
1328,Tuberculosis,Sulawesi Tengah,Male,1,10665,7/28/2023,Udara
1329,Tuberculosis,Sulawesi Tenggara,Female,1,10363,8/9/2019,Udara
1330,Tuberculosis,Maluku Utara,Male,2,11048,12/30/2021,Udara
1331,Tuberculosis,Bangka Belitung,Male,36,477223,9/27/2022,Udara
1332,Tuberculosis,Jawa Tengah,Male,33,490062,6/25/2020,Udara
1333,Tuberculosis,Nusa Tenggara Barat,Male,50,504461,9/27/2020,Udara
1334,Tuberculosis,Kalimantan Barat,Female,11,539100,12/25/2020,Udara
1335,Tuberculosis,Kalimantan Tengah,Male,22,513099,6/19/2021,Udara
1336,Tuberculosis,Kalimantan Selatan,Female,27,543641,10/11/2023,Udara
1337,Tuberculosis,Kalimantan Timur,Male,33,517556,12/7/2024,Udara
1338,Tuberculosis,Sulawesi Utara,Male,26,521520,12/4/2019,Udara
1339,Tuberculosis,Sulawesi Tengah,Female,28,554275,9/13/2018,Udara
1340,Tuberculosis,Maluku,Male,1,15418,5/27/2018,Udara
1341,Tuberculosis,Sumatera Utara,Male,1,15641,12/7/2021,Udara
1342,Tuberculosis,Sulawesi Utara,Male,3,85104,7/10/2018,Udara
1343,Tuberculosis,Sulawesi Selatan,Male,3,86534,5/20/2018,Udara
1344,Tuberculosis,Sulawesi Barat,Female,2,88622,10/10/2023,Udara
1345,Tuberculosis,Maluku,Male,1,88573,4/5/2023,Udara
1346,Tuberculosis,Maluku Utara,Female,1,89339,4/6/2023,Udara
1347,Tuberculosis,Papua,Male,3,89260,5/23/2020,Udara
